Borough,Block,Lot,FromMonth,ToMonth,FromDay,ToDay,FromYear,ToYear,DocType
3,783,0000,1,12,1,31,2011,2012,
3,784,0000,1,12,1,31,2009,2010,
3,784,0000,1,12,1,31,2010,2011,
3,784,0000,1,12,1,31,2011,2012,
3,785,0000,1,12,1,31,2009,2010,
3,785,0000,1,12,1,31,2010,2011,
3,785,0000,1,12,1,31,2011,2012,
3,786,0000,1,12,1,31,2009,2010,
3,786,0000,1,12,1,31,2010,2011,
3,786,0000,1,12,1,31,2011,2012,
3,787,0000,1,12,1,31,2009,2010,
3,787,0000,1,12,1,31,2010,2011,
3,787,0000,1,12,1,31,2011,2012,
3,788,0000,1,12,1,31,2009,2010,
3,788,0000,1,12,1,31,2010,2011,
3,788,0000,1,12,1,31,2011,2012,
3,789,0000,1,12,1,31,2009,2010,
3,789,0000,1,12,1,31,2010,2011,
3,789,0000,1,12,1,31,2011,2012,
3,790,0000,1,12,1,31,2009,2010,
3,790,0000,1,12,1,31,2010,2011,
3,790,0000,1,12,1,31,2011,2012,
3,791,0000,1,12,1,31,2009,2010,
3,791,0000,1,12,1,31,2010,2011,
3,791,0000,1,12,1,31,2011,2012,
3,792,0000,1,12,1,31,2009,2010,
3,792,0000,1,12,1,31,2010,2011,
3,792,0000,1,12,1,31,2011,2012,
3,793,0000,1,12,1,31,2009,2010,
3,793,0000,1,12,1,31,2010,2011,
3,793,0000,1,12,1,31,2011,2012,
3,794,0000,1,12,1,31,2009,2010,
3,794,0000,1,12,1,31,2010,2011,
3,794,0000,1,12,1,31,2011,2012,
3,795,0000,1,12,1,31,2009,2010,
3,795,0000,1,12,1,31,2010,2011,
3,795,0000,1,12,1,31,2011,2012,
3,796,0000,1,12,1,31,2009,2010,
3,796,0000,1,12,1,31,2010,2011,
3,796,0000,1,12,1,31,2011,2012,
3,797,0000,1,12,1,31,2009,2010,
3,797,0000,1,12,1,31,2010,2011,
3,797,0000,1,12,1,31,2011,2012,
3,798,0000,1,12,1,31,2009,2010,
3,798,0000,1,12,1,31,2010,2011,
3,798,0000,1,12,1,31,2011,2012,
3,799,0000,1,12,1,31,2009,2010,
3,799,0000,1,12,1,31,2010,2011,
3,799,0000,1,12,1,31,2011,2012,
3,800,0000,1,12,1,31,2009,2010,
3,800,0000,1,12,1,31,2010,2011,
3,800,0000,1,12,1,31,2011,2012,
3,801,0000,1,12,1,31,2009,2010,
3,801,0000,1,12,1,31,2010,2011,
3,801,0000,1,12,1,31,2011,2012,
3,802,0000,1,12,1,31,2009,2010,
3,802,0000,1,12,1,31,2010,2011,
3,802,0000,1,12,1,31,2011,2012,
3,803,0000,1,12,1,31,2009,2010,
3,803,0000,1,12,1,31,2010,2011,
3,803,0000,1,12,1,31,2011,2012,
3,804,0000,1,12,1,31,2009,2010,
3,804,0000,1,12,1,31,2010,2011,
3,804,0000,1,12,1,31,2011,2012,
3,805,0000,1,12,1,31,2009,2010,
3,805,0000,1,12,1,31,2010,2011,
3,805,0000,1,12,1,31,2011,2012,
3,806,0000,1,12,1,31,2009,2010,
3,806,0000,1,12,1,31,2010,2011,
3,806,0000,1,12,1,31,2011,2012,
3,807,0000,1,12,1,31,2009,2010,
3,807,0000,1,12,1,31,2010,2011,
3,807,0000,1,12,1,31,2011,2012,
3,808,0000,1,12,1,31,2009,2010,
3,808,0000,1,12,1,31,2010,2011,
3,808,0000,1,12,1,31,2011,2012,
3,809,0000,1,12,1,31,2009,2010,
3,809,0000,1,12,1,31,2010,2011,
3,809,0000,1,12,1,31,2011,2012,
3,810,0000,1,12,1,31,2009,2010,
3,810,0000,1,12,1,31,2010,2011,
3,810,0000,1,12,1,31,2011,2012,
3,811,0000,1,12,1,31,2009,2010,
3,811,0000,1,12,1,31,2010,2011,
3,811,0000,1,12,1,31,2011,2012,
3,812,0000,1,12,1,31,2009,2010,
3,812,0000,1,12,1,31,2010,2011,
3,812,0000,1,12,1,31,2011,2012,
3,813,0000,1,12,1,31,2009,2010,
3,813,0000,1,12,1,31,2010,2011,
3,813,0000,1,12,1,31,2011,2012,
3,814,0000,1,12,1,31,2009,2010,
3,814,0000,1,12,1,31,2010,2011,
3,814,0000,1,12,1,31,2011,2012,
3,815,0000,1,12,1,31,2009,2010,
3,815,0000,1,12,1,31,2010,2011,
3,815,0000,1,12,1,31,2011,2012,
3,816,0000,1,12,1,31,2009,2010,
3,816,0000,1,12,1,31,2010,2011,
3,816,0000,1,12,1,31,2011,2012,
3,817,0000,1,12,1,31,2009,2010,
3,817,0000,1,12,1,31,2010,2011,
3,817,0000,1,12,1,31,2011,2012,
3,818,0000,1,12,1,31,2009,2010,
3,818,0000,1,12,1,31,2010,2011,
3,818,0000,1,12,1,31,2011,2012,
3,819,0000,1,12,1,31,2009,2010,
3,819,0000,1,12,1,31,2010,2011,
3,819,0000,1,12,1,31,2011,2012,
3,820,0000,1,12,1,31,2009,2010,
3,820,0000,1,12,1,31,2010,2011,
3,820,0000,1,12,1,31,2011,2012,
3,821,0000,1,12,1,31,2009,2010,
3,821,0000,1,12,1,31,2010,2011,
3,821,0000,1,12,1,31,2011,2012,
3,822,0000,1,12,1,31,2009,2010,
3,822,0000,1,12,1,31,2010,2011,
3,822,0000,1,12,1,31,2011,2012,
3,823,0000,1,12,1,31,2009,2010,
3,823,0000,1,12,1,31,2010,2011,
3,823,0000,1,12,1,31,2011,2012,
3,824,0000,1,12,1,31,2009,2010,
3,824,0000,1,12,1,31,2010,2011,
3,824,0000,1,12,1,31,2011,2012,
3,825,0000,1,12,1,31,2009,2010,
3,825,0000,1,12,1,31,2010,2011,
3,825,0000,1,12,1,31,2011,2012,
3,826,0000,1,12,1,31,2009,2010,
3,826,0000,1,12,1,31,2010,2011,
3,826,0000,1,12,1,31,2011,2012,
3,827,0000,1,12,1,31,2009,2010,
3,827,0000,1,12,1,31,2010,2011,
3,827,0000,1,12,1,31,2011,2012,
3,828,0000,1,12,1,31,2009,2010,
3,828,0000,1,12,1,31,2010,2011,
3,828,0000,1,12,1,31,2011,2012,
3,829,0000,1,12,1,31,2009,2010,
3,829,0000,1,12,1,31,2010,2011,
3,829,0000,1,12,1,31,2011,2012,
3,830,0000,1,12,1,31,2009,2010,
3,830,0000,1,12,1,31,2010,2011,
3,830,0000,1,12,1,31,2011,2012,
3,831,0000,1,12,1,31,2009,2010,
3,831,0000,1,12,1,31,2010,2011,
3,831,0000,1,12,1,31,2011,2012,
3,832,0000,1,12,1,31,2009,2010,
3,832,0000,1,12,1,31,2010,2011,
3,832,0000,1,12,1,31,2011,2012,
3,833,0000,1,12,1,31,2009,2010,
3,833,0000,1,12,1,31,2010,2011,
3,833,0000,1,12,1,31,2011,2012,
3,834,0000,1,12,1,31,2009,2010,
3,834,0000,1,12,1,31,2010,2011,
3,834,0000,1,12,1,31,2011,2012,
3,835,0000,1,12,1,31,2009,2010,
3,835,0000,1,12,1,31,2010,2011,
3,835,0000,1,12,1,31,2011,2012,
3,836,0000,1,12,1,31,2009,2010,
3,836,0000,1,12,1,31,2010,2011,
3,836,0000,1,12,1,31,2011,2012,
3,837,0000,1,12,1,31,2009,2010,
3,837,0000,1,12,1,31,2010,2011,
3,837,0000,1,12,1,31,2011,2012,
3,838,0000,1,12,1,31,2009,2010,
3,838,0000,1,12,1,31,2010,2011,
3,838,0000,1,12,1,31,2011,2012,
3,839,0000,1,12,1,31,2009,2010,
3,839,0000,1,12,1,31,2010,2011,
3,839,0000,1,12,1,31,2011,2012,
3,840,0000,1,12,1,31,2009,2010,
3,840,0000,1,12,1,31,2010,2011,
3,840,0000,1,12,1,31,2011,2012,
3,841,0000,1,12,1,31,2009,2010,
3,841,0000,1,12,1,31,2010,2011,
3,841,0000,1,12,1,31,2011,2012,
3,842,0000,1,12,1,31,2009,2010,
3,842,0000,1,12,1,31,2010,2011,
3,842,0000,1,12,1,31,2011,2012,
3,843,0000,1,12,1,31,2009,2010,
3,843,0000,1,12,1,31,2010,2011,
3,843,0000,1,12,1,31,2011,2012,
3,844,0000,1,12,1,31,2009,2010,
3,844,0000,1,12,1,31,2010,2011,
3,844,0000,1,12,1,31,2011,2012,
3,845,0000,1,12,1,31,2009,2010,
3,845,0000,1,12,1,31,2010,2011,
3,845,0000,1,12,1,31,2011,2012,
3,846,0000,1,12,1,31,2009,2010,
3,846,0000,1,12,1,31,2010,2011,
3,846,0000,1,12,1,31,2011,2012,
3,847,0000,1,12,1,31,2009,2010,
3,847,0000,1,12,1,31,2010,2011,
3,847,0000,1,12,1,31,2011,2012,
3,848,0000,1,12,1,31,2009,2010,
3,848,0000,1,12,1,31,2010,2011,
3,848,0000,1,12,1,31,2011,2012,
3,849,0000,1,12,1,31,2009,2010,
3,849,0000,1,12,1,31,2010,2011,
3,849,0000,1,12,1,31,2011,2012,
3,850,0000,1,12,1,31,2009,2010,
3,850,0000,1,12,1,31,2010,2011,
3,850,0000,1,12,1,31,2011,2012,
3,851,0000,1,12,1,31,2009,2010,
3,851,0000,1,12,1,31,2010,2011,
3,851,0000,1,12,1,31,2011,2012,
3,852,0000,1,12,1,31,2009,2010,
3,852,0000,1,12,1,31,2010,2011,
3,852,0000,1,12,1,31,2011,2012,
3,853,0000,1,12,1,31,2009,2010,
3,853,0000,1,12,1,31,2010,2011,
3,853,0000,1,12,1,31,2011,2012,
3,854,0000,1,12,1,31,2009,2010,
3,854,0000,1,12,1,31,2010,2011,
3,854,0000,1,12,1,31,2011,2012,
3,855,0000,1,12,1,31,2009,2010,
3,855,0000,1,12,1,31,2010,2011,
3,855,0000,1,12,1,31,2011,2012,
3,856,0000,1,12,1,31,2009,2010,
3,856,0000,1,12,1,31,2010,2011,
3,856,0000,1,12,1,31,2011,2012,
3,857,0000,1,12,1,31,2009,2010,
3,857,0000,1,12,1,31,2010,2011,
3,857,0000,1,12,1,31,2011,2012,
3,858,0000,1,12,1,31,2009,2010,
3,858,0000,1,12,1,31,2010,2011,
3,858,0000,1,12,1,31,2011,2012,
3,859,0000,1,12,1,31,2009,2010,
3,859,0000,1,12,1,31,2010,2011,
3,859,0000,1,12,1,31,2011,2012,
3,860,0000,1,12,1,31,2009,2010,
3,860,0000,1,12,1,31,2010,2011,
3,860,0000,1,12,1,31,2011,2012,
3,861,0000,1,12,1,31,2009,2010,
3,861,0000,1,12,1,31,2010,2011,
3,861,0000,1,12,1,31,2011,2012,
3,862,0000,1,12,1,31,2009,2010,
3,862,0000,1,12,1,31,2010,2011,
3,862,0000,1,12,1,31,2011,2012,
3,863,0000,1,12,1,31,2009,2010,
3,863,0000,1,12,1,31,2010,2011,
3,863,0000,1,12,1,31,2011,2012,
3,864,0000,1,12,1,31,2009,2010,
3,864,0000,1,12,1,31,2010,2011,
3,864,0000,1,12,1,31,2011,2012,
3,865,0000,1,12,1,31,2009,2010,
3,865,0000,1,12,1,31,2010,2011,
3,865,0000,1,12,1,31,2011,2012,
3,866,0000,1,12,1,31,2009,2010,
3,866,0000,1,12,1,31,2010,2011,
3,866,0000,1,12,1,31,2011,2012,
3,867,0000,1,12,1,31,2009,2010,
3,867,0000,1,12,1,31,2010,2011,
3,867,0000,1,12,1,31,2011,2012,
3,868,0000,1,12,1,31,2009,2010,
3,868,0000,1,12,1,31,2010,2011,
3,868,0000,1,12,1,31,2011,2012,
3,869,0000,1,12,1,31,2009,2010,
3,869,0000,1,12,1,31,2010,2011,
3,869,0000,1,12,1,31,2011,2012,
3,870,0000,1,12,1,31,2009,2010,
3,870,0000,1,12,1,31,2010,2011,
3,870,0000,1,12,1,31,2011,2012,
3,871,0000,1,12,1,31,2009,2010,
3,871,0000,1,12,1,31,2010,2011,
3,871,0000,1,12,1,31,2011,2012,
3,872,0000,1,12,1,31,2009,2010,
3,872,0000,1,12,1,31,2010,2011,
3,872,0000,1,12,1,31,2011,2012,
3,873,0000,1,12,1,31,2009,2010,
3,873,0000,1,12,1,31,2010,2011,
3,873,0000,1,12,1,31,2011,2012,
3,874,0000,1,12,1,31,2009,2010,
3,874,0000,1,12,1,31,2010,2011,
3,874,0000,1,12,1,31,2011,2012,
3,875,0000,1,12,1,31,2009,2010,
3,875,0000,1,12,1,31,2010,2011,
3,875,0000,1,12,1,31,2011,2012,
3,876,0000,1,12,1,31,2009,2010,
3,876,0000,1,12,1,31,2010,2011,
3,876,0000,1,12,1,31,2011,2012,
3,877,0000,1,12,1,31,2009,2010,
3,877,0000,1,12,1,31,2010,2011,
3,877,0000,1,12,1,31,2011,2012,
3,878,0000,1,12,1,31,2009,2010,
3,878,0000,1,12,1,31,2010,2011,
3,878,0000,1,12,1,31,2011,2012,
3,879,0000,1,12,1,31,2009,2010,
3,879,0000,1,12,1,31,2010,2011,
3,879,0000,1,12,1,31,2011,2012,
3,880,0000,1,12,1,31,2009,2010,
3,880,0000,1,12,1,31,2010,2011,
3,880,0000,1,12,1,31,2011,2012,
3,881,0000,1,12,1,31,2009,2010,
3,881,0000,1,12,1,31,2010,2011,
3,881,0000,1,12,1,31,2011,2012,
3,882,0000,1,12,1,31,2009,2010,
3,882,0000,1,12,1,31,2010,2011,
3,882,0000,1,12,1,31,2011,2012,
3,883,0000,1,12,1,31,2009,2010,
3,883,0000,1,12,1,31,2010,2011,
3,883,0000,1,12,1,31,2011,2012,
3,884,0000,1,12,1,31,2009,2010,
3,884,0000,1,12,1,31,2010,2011,
3,884,0000,1,12,1,31,2011,2012,
3,885,0000,1,12,1,31,2009,2010,
3,885,0000,1,12,1,31,2010,2011,
3,885,0000,1,12,1,31,2011,2012,
3,886,0000,1,12,1,31,2009,2010,
3,886,0000,1,12,1,31,2010,2011,
3,886,0000,1,12,1,31,2011,2012,
3,887,0000,1,12,1,31,2009,2010,
3,887,0000,1,12,1,31,2010,2011,
3,887,0000,1,12,1,31,2011,2012,
3,888,0000,1,12,1,31,2009,2010,
3,888,0000,1,12,1,31,2010,2011,
3,888,0000,1,12,1,31,2011,2012,
3,889,0000,1,12,1,31,2009,2010,
3,889,0000,1,12,1,31,2010,2011,
3,889,0000,1,12,1,31,2011,2012,
3,890,0000,1,12,1,31,2009,2010,
3,890,0000,1,12,1,31,2010,2011,
3,890,0000,1,12,1,31,2011,2012,
3,891,0000,1,12,1,31,2009,2010,
3,891,0000,1,12,1,31,2010,2011,
3,891,0000,1,12,1,31,2011,2012,
3,892,0000,1,12,1,31,2009,2010,
3,892,0000,1,12,1,31,2010,2011,
3,892,0000,1,12,1,31,2011,2012,
3,893,0000,1,12,1,31,2009,2010,
3,893,0000,1,12,1,31,2010,2011,
3,893,0000,1,12,1,31,2011,2012,
3,894,0000,1,12,1,31,2009,2010,
3,894,0000,1,12,1,31,2010,2011,
3,894,0000,1,12,1,31,2011,2012,
3,895,0000,1,12,1,31,2009,2010,
3,895,0000,1,12,1,31,2010,2011,
3,895,0000,1,12,1,31,2011,2012,
3,896,0000,1,12,1,31,2009,2010,
3,896,0000,1,12,1,31,2010,2011,
3,896,0000,1,12,1,31,2011,2012,
3,897,0000,1,12,1,31,2009,2010,
3,897,0000,1,12,1,31,2010,2011,
3,897,0000,1,12,1,31,2011,2012,
3,898,0000,1,12,1,31,2009,2010,
3,898,0000,1,12,1,31,2010,2011,
3,898,0000,1,12,1,31,2011,2012,
3,899,0000,1,12,1,31,2009,2010,
3,899,0000,1,12,1,31,2010,2011,
3,899,0000,1,12,1,31,2011,2012,
3,900,0000,1,12,1,31,2009,2010,
3,900,0000,1,12,1,31,2010,2011,
3,900,0000,1,12,1,31,2011,2012,
3,901,0000,1,12,1,31,2009,2010,
3,901,0000,1,12,1,31,2010,2011,
3,901,0000,1,12,1,31,2011,2012,
3,902,0000,1,12,1,31,2009,2010,
3,902,0000,1,12,1,31,2010,2011,
3,902,0000,1,12,1,31,2011,2012,
3,903,0000,1,12,1,31,2009,2010,
3,903,0000,1,12,1,31,2010,2011,
3,903,0000,1,12,1,31,2011,2012,
3,904,0000,1,12,1,31,2009,2010,
3,904,0000,1,12,1,31,2010,2011,
3,904,0000,1,12,1,31,2011,2012,
3,905,0000,1,12,1,31,2009,2010,
3,905,0000,1,12,1,31,2010,2011,
3,905,0000,1,12,1,31,2011,2012,
3,906,0000,1,12,1,31,2009,2010,
3,906,0000,1,12,1,31,2010,2011,
3,906,0000,1,12,1,31,2011,2012,
3,907,0000,1,12,1,31,2009,2010,
3,907,0000,1,12,1,31,2010,2011,
3,907,0000,1,12,1,31,2011,2012,
3,908,0000,1,12,1,31,2009,2010,
3,908,0000,1,12,1,31,2010,2011,
3,908,0000,1,12,1,31,2011,2012,
3,909,0000,1,12,1,31,2009,2010,
3,909,0000,1,12,1,31,2010,2011,
3,909,0000,1,12,1,31,2011,2012,
3,910,0000,1,12,1,31,2009,2010,
3,910,0000,1,12,1,31,2010,2011,
3,910,0000,1,12,1,31,2011,2012,
3,911,0000,1,12,1,31,2009,2010,
3,911,0000,1,12,1,31,2010,2011,
3,911,0000,1,12,1,31,2011,2012,
3,912,0000,1,12,1,31,2009,2010,
3,912,0000,1,12,1,31,2010,2011,
3,912,0000,1,12,1,31,2011,2012,
3,913,0000,1,12,1,31,2009,2010,
3,913,0000,1,12,1,31,2010,2011,
3,913,0000,1,12,1,31,2011,2012,
3,914,0000,1,12,1,31,2009,2010,
3,914,0000,1,12,1,31,2010,2011,
3,914,0000,1,12,1,31,2011,2012,
3,915,0000,1,12,1,31,2009,2010,
3,915,0000,1,12,1,31,2010,2011,
3,915,0000,1,12,1,31,2011,2012,
3,916,0000,1,12,1,31,2009,2010,
3,916,0000,1,12,1,31,2010,2011,
3,916,0000,1,12,1,31,2011,2012,
3,917,0000,1,12,1,31,2009,2010,
3,917,0000,1,12,1,31,2010,2011,
3,917,0000,1,12,1,31,2011,2012,
3,918,0000,1,12,1,31,2009,2010,
3,918,0000,1,12,1,31,2010,2011,
3,918,0000,1,12,1,31,2011,2012,
3,919,0000,1,12,1,31,2009,2010,
3,919,0000,1,12,1,31,2010,2011,
3,919,0000,1,12,1,31,2011,2012,
3,920,0000,1,12,1,31,2009,2010,
3,920,0000,1,12,1,31,2010,2011,
3,920,0000,1,12,1,31,2011,2012,
3,921,0000,1,12,1,31,2009,2010,
3,921,0000,1,12,1,31,2010,2011,
3,921,0000,1,12,1,31,2011,2012,
3,922,0000,1,12,1,31,2009,2010,
3,922,0000,1,12,1,31,2010,2011,
3,922,0000,1,12,1,31,2011,2012,
3,923,0000,1,12,1,31,2009,2010,
3,923,0000,1,12,1,31,2010,2011,
3,923,0000,1,12,1,31,2011,2012,
3,924,0000,1,12,1,31,2009,2010,
3,924,0000,1,12,1,31,2010,2011,
3,924,0000,1,12,1,31,2011,2012,
3,925,0000,1,12,1,31,2009,2010,
3,925,0000,1,12,1,31,2010,2011,
3,925,0000,1,12,1,31,2011,2012,
3,926,0000,1,12,1,31,2009,2010,
3,926,0000,1,12,1,31,2010,2011,
3,926,0000,1,12,1,31,2011,2012,
3,927,0000,1,12,1,31,2009,2010,
3,927,0000,1,12,1,31,2010,2011,
3,927,0000,1,12,1,31,2011,2012,
3,928,0000,1,12,1,31,2009,2010,
3,928,0000,1,12,1,31,2010,2011,
3,928,0000,1,12,1,31,2011,2012,
3,929,0000,1,12,1,31,2009,2010,
3,929,0000,1,12,1,31,2010,2011,
3,929,0000,1,12,1,31,2011,2012,
3,930,0000,1,12,1,31,2009,2010,
3,930,0000,1,12,1,31,2010,2011,
3,930,0000,1,12,1,31,2011,2012,
3,931,0000,1,12,1,31,2009,2010,
3,931,0000,1,12,1,31,2010,2011,
3,931,0000,1,12,1,31,2011,2012,
3,932,0000,1,12,1,31,2009,2010,
3,932,0000,1,12,1,31,2010,2011,
3,932,0000,1,12,1,31,2011,2012,
3,933,0000,1,12,1,31,2009,2010,
3,933,0000,1,12,1,31,2010,2011,
3,933,0000,1,12,1,31,2011,2012,
3,934,0000,1,12,1,31,2009,2010,
3,934,0000,1,12,1,31,2010,2011,
3,934,0000,1,12,1,31,2011,2012,
3,935,0000,1,12,1,31,2009,2010,
3,935,0000,1,12,1,31,2010,2011,
3,935,0000,1,12,1,31,2011,2012,
3,936,0000,1,12,1,31,2009,2010,
3,936,0000,1,12,1,31,2010,2011,
3,936,0000,1,12,1,31,2011,2012,
3,937,0000,1,12,1,31,2009,2010,
3,937,0000,1,12,1,31,2010,2011,
3,937,0000,1,12,1,31,2011,2012,
3,938,0000,1,12,1,31,2009,2010,
3,938,0000,1,12,1,31,2010,2011,
3,938,0000,1,12,1,31,2011,2012,
3,939,0000,1,12,1,31,2009,2010,
3,939,0000,1,12,1,31,2010,2011,
3,939,0000,1,12,1,31,2011,2012,
3,940,0000,1,12,1,31,2009,2010,
3,940,0000,1,12,1,31,2010,2011,
3,940,0000,1,12,1,31,2011,2012,
3,941,0000,1,12,1,31,2009,2010,
3,941,0000,1,12,1,31,2010,2011,
3,941,0000,1,12,1,31,2011,2012,
3,942,0000,1,12,1,31,2009,2010,
3,942,0000,1,12,1,31,2010,2011,
3,942,0000,1,12,1,31,2011,2012,
3,943,0000,1,12,1,31,2009,2010,
3,943,0000,1,12,1,31,2010,2011,
3,943,0000,1,12,1,31,2011,2012,
3,944,0000,1,12,1,31,2009,2010,
3,944,0000,1,12,1,31,2010,2011,
3,944,0000,1,12,1,31,2011,2012,
3,945,0000,1,12,1,31,2009,2010,
3,945,0000,1,12,1,31,2010,2011,
3,945,0000,1,12,1,31,2011,2012,
3,946,0000,1,12,1,31,2009,2010,
3,946,0000,1,12,1,31,2010,2011,
3,946,0000,1,12,1,31,2011,2012,
3,947,0000,1,12,1,31,2009,2010,
3,947,0000,1,12,1,31,2010,2011,
3,947,0000,1,12,1,31,2011,2012,
3,948,0000,1,12,1,31,2009,2010,
3,948,0000,1,12,1,31,2010,2011,
3,948,0000,1,12,1,31,2011,2012,
3,949,0000,1,12,1,31,2009,2010,
3,949,0000,1,12,1,31,2010,2011,
3,949,0000,1,12,1,31,2011,2012,
3,950,0000,1,12,1,31,2009,2010,
3,950,0000,1,12,1,31,2010,2011,
3,950,0000,1,12,1,31,2011,2012,
3,951,0000,1,12,1,31,2009,2010,
3,951,0000,1,12,1,31,2010,2011,
3,951,0000,1,12,1,31,2011,2012,
3,952,0000,1,12,1,31,2009,2010,
3,952,0000,1,12,1,31,2010,2011,
3,952,0000,1,12,1,31,2011,2012,
3,953,0000,1,12,1,31,2009,2010,
3,953,0000,1,12,1,31,2010,2011,
3,953,0000,1,12,1,31,2011,2012,
3,954,0000,1,12,1,31,2009,2010,
3,954,0000,1,12,1,31,2010,2011,
3,954,0000,1,12,1,31,2011,2012,
3,955,0000,1,12,1,31,2009,2010,
3,955,0000,1,12,1,31,2010,2011,
3,955,0000,1,12,1,31,2011,2012,
3,956,0000,1,12,1,31,2009,2010,
3,956,0000,1,12,1,31,2010,2011,
3,956,0000,1,12,1,31,2011,2012,
3,957,0000,1,12,1,31,2009,2010,
3,957,0000,1,12,1,31,2010,2011,
3,957,0000,1,12,1,31,2011,2012,
3,958,0000,1,12,1,31,2009,2010,
3,958,0000,1,12,1,31,2010,2011,
3,958,0000,1,12,1,31,2011,2012,
3,959,0000,1,12,1,31,2009,2010,
3,959,0000,1,12,1,31,2010,2011,
3,959,0000,1,12,1,31,2011,2012,
3,960,0000,1,12,1,31,2009,2010,
3,960,0000,1,12,1,31,2010,2011,
3,960,0000,1,12,1,31,2011,2012,
3,961,0000,1,12,1,31,2009,2010,
3,961,0000,1,12,1,31,2010,2011,
3,961,0000,1,12,1,31,2011,2012,
3,962,0000,1,12,1,31,2009,2010,
3,962,0000,1,12,1,31,2010,2011,
3,962,0000,1,12,1,31,2011,2012,
3,963,0000,1,12,1,31,2009,2010,
3,963,0000,1,12,1,31,2010,2011,
3,963,0000,1,12,1,31,2011,2012,
3,964,0000,1,12,1,31,2009,2010,
3,964,0000,1,12,1,31,2010,2011,
3,964,0000,1,12,1,31,2011,2012,
3,965,0000,1,12,1,31,2009,2010,
3,965,0000,1,12,1,31,2010,2011,
3,965,0000,1,12,1,31,2011,2012,
3,966,0000,1,12,1,31,2009,2010,
3,966,0000,1,12,1,31,2010,2011,
3,966,0000,1,12,1,31,2011,2012,
3,967,0000,1,12,1,31,2009,2010,
3,967,0000,1,12,1,31,2010,2011,
3,967,0000,1,12,1,31,2011,2012,
3,968,0000,1,12,1,31,2009,2010,
3,968,0000,1,12,1,31,2010,2011,
3,968,0000,1,12,1,31,2011,2012,
3,969,0000,1,12,1,31,2009,2010,
3,969,0000,1,12,1,31,2010,2011,
3,969,0000,1,12,1,31,2011,2012,
3,970,0000,1,12,1,31,2009,2010,
3,970,0000,1,12,1,31,2010,2011,
3,970,0000,1,12,1,31,2011,2012,
3,971,0000,1,12,1,31,2009,2010,
3,971,0000,1,12,1,31,2010,2011,
3,971,0000,1,12,1,31,2011,2012,
3,972,0000,1,12,1,31,2009,2010,
3,972,0000,1,12,1,31,2010,2011,
3,972,0000,1,12,1,31,2011,2012,
3,973,0000,1,12,1,31,2009,2010,
3,973,0000,1,12,1,31,2010,2011,
3,973,0000,1,12,1,31,2011,2012,
3,974,0000,1,12,1,31,2009,2010,
3,974,0000,1,12,1,31,2010,2011,
3,974,0000,1,12,1,31,2011,2012,
3,975,0000,1,12,1,31,2009,2010,
3,975,0000,1,12,1,31,2010,2011,
3,975,0000,1,12,1,31,2011,2012,
3,976,0000,1,12,1,31,2009,2010,
3,976,0000,1,12,1,31,2010,2011,
3,976,0000,1,12,1,31,2011,2012,
3,977,0000,1,12,1,31,2009,2010,
3,977,0000,1,12,1,31,2010,2011,
3,977,0000,1,12,1,31,2011,2012,
3,978,0000,1,12,1,31,2009,2010,
3,978,0000,1,12,1,31,2010,2011,
3,978,0000,1,12,1,31,2011,2012,
3,979,0000,1,12,1,31,2009,2010,
3,979,0000,1,12,1,31,2010,2011,
3,979,0000,1,12,1,31,2011,2012,
3,980,0000,1,12,1,31,2009,2010,
3,980,0000,1,12,1,31,2010,2011,
3,980,0000,1,12,1,31,2011,2012,
3,981,0000,1,12,1,31,2009,2010,
3,981,0000,1,12,1,31,2010,2011,
3,981,0000,1,12,1,31,2011,2012,
3,982,0000,1,12,1,31,2009,2010,
3,982,0000,1,12,1,31,2010,2011,
3,982,0000,1,12,1,31,2011,2012,
3,983,0000,1,12,1,31,2009,2010,
3,983,0000,1,12,1,31,2010,2011,
3,983,0000,1,12,1,31,2011,2012,
3,984,0000,1,12,1,31,2009,2010,
3,984,0000,1,12,1,31,2010,2011,
3,984,0000,1,12,1,31,2011,2012,
3,985,0000,1,12,1,31,2009,2010,
3,985,0000,1,12,1,31,2010,2011,
3,985,0000,1,12,1,31,2011,2012,
3,986,0000,1,12,1,31,2009,2010,
3,986,0000,1,12,1,31,2010,2011,
3,986,0000,1,12,1,31,2011,2012,
3,987,0000,1,12,1,31,2009,2010,
3,987,0000,1,12,1,31,2010,2011,
3,987,0000,1,12,1,31,2011,2012,
3,988,0000,1,12,1,31,2009,2010,
3,988,0000,1,12,1,31,2010,2011,
3,988,0000,1,12,1,31,2011,2012,
3,989,0000,1,12,1,31,2009,2010,
3,989,0000,1,12,1,31,2010,2011,
3,989,0000,1,12,1,31,2011,2012,
3,990,0000,1,12,1,31,2009,2010,
3,990,0000,1,12,1,31,2010,2011,
3,990,0000,1,12,1,31,2011,2012,
3,991,0000,1,12,1,31,2009,2010,
3,991,0000,1,12,1,31,2010,2011,
3,991,0000,1,12,1,31,2011,2012,
3,992,0000,1,12,1,31,2009,2010,
3,992,0000,1,12,1,31,2010,2011,
3,992,0000,1,12,1,31,2011,2012,
3,993,0000,1,12,1,31,2009,2010,
3,993,0000,1,12,1,31,2010,2011,
3,993,0000,1,12,1,31,2011,2012,
3,994,0000,1,12,1,31,2009,2010,
3,994,0000,1,12,1,31,2010,2011,
3,994,0000,1,12,1,31,2011,2012,
